fold,subfold,words,segments,pos_tags
"3","B","[ديك,السريسرة,ديال,آخر,نهار, ...]","[ديك,ال+سريسر+ة,ديال,آخر,نهار, ...]","[PRON,DET+NOUN+NSUFF,PREP,NOUN,NOUN, ...]"
"1","A","[#ذكرياتنا_مع_سهيلة,أكثر,حاجة,دايما,نتفكرها, ...]","[#ذكرياتنا_مع_سهيلة,أكثر,حاج+ة,دايما,نتفكر+ها, ...]","[HASH,ADJ,NOUN+NSUFF,ADV,V+PRON, ...]"
"1","B","[رائعة,باللقاء,حافظت,على,العفوية, ...]","[رائع+ة,ب+ال+لقاء,حافظ+ت,على,ال+عفوي+ة, ...]","[ADJ+NSUFF,PREP+DET+NOUN,V+PRON,PREP,DET+NOUN+NSUFF, ...]"
"5","B","[راجع,إن,شاء,الله,ولد, ...]","[راجع,إن,شاء,الله,ولد, ...]","[NOUN,PART,V,NOUN,NOUN, ...]"
"1","B","[رافاييل,نقول,و,نعاود,عقلللك, ...]","[رافاييل,نقول,و,نعاود,عقللل+ك, ...]","[NOUN,V,CONJ,V,NOUN+PRON, ...]"
"1","A","[@joujoigmail_com,@ABissan777,@tina_younes,@souhilabintarab,راكي, ...]","[@joujoigmail_com,@ABissan777,@tina_younes,@souhilabintarab,را+كي, ...]","[MENTION,MENTION,MENTION,MENTION,PART+PRON, ...]"
"4","A","[@souhilabintarab,راني,رايحة,نرقد,عيت, ...]","[@souhilabintarab,را+ني,رايح+ة,نرقد,عي+ت, ...]","[MENTION,PART+PRON,ADJ+NSUFF,V,V+PRON, ...]"
"5","A","[@mariemmima1,راني,هنا,حبوبتي,والله, ...]","[@mariemmima1,را+ني,هنا,حبوب+ت+ي,و+الله, ...]","[MENTION,PART+PRON,ADV,NOUN+NSUFF+PRON,CONJ+NOUN, ...]"
"1","B","[@Hrithikmyhero,@DZloubnaDZ,راه,حتى,هو, ...]","[@Hrithikmyhero,@DZloubnaDZ,را+ه,حتى,هو, ...]","[MENTION,MENTION,PART+PRON,PART,PRON, ...]"
"3","A","[@noumidya19,@ImaneIm74789130,@zazanaza1,@1xmen1,راه, ...]","[@noumidya19,@ImaneIm74789130,@zazanaza1,@1xmen1,را+ه, ...]","[MENTION,MENTION,MENTION,MENTION,PART+PRON, ...]"
"3","B","[#IhabAmir,#HananeElKhader,راه,كيزطمو,على, ...]","[#IhabAmir,#HananeElKhader,را+ه,ك+يزطم+و,على, ...]","[HASH,HASH,PART+PRON,CONJ+V+PRON,PREP, ...]"
"4","B","[@DalinBz,ربي,يعيشك,حنونتي,و, ...]","[@DalinBz,رب+ي,يعيش+ك,حنون+ت+ي,و, ...]","[MENTION,NOUN+NSUFF,V+PRON,NOUN+NSUFF+PRON,CONJ, ...]"
"1","A","[@faridarguiba,ربي,يوفقك,يا,زينة, ...]","[@faridarguiba,رب+ي,يوفق+ك,يا,زين+ة, ...]","[MENTION,NOUN+NSUFF,V+PRON,PART,ADJ+NSUFF, ...]"
"4","A","[#Ihabamir,#SouhilaBenLachhab,#رشو_الورد_ايهاب_حينور_البلد,الجماعة,لي, ...]","[#Ihabamir,#SouhilaBenLachhab,#رشو_الورد_ايهاب_حينور_البلد,ال+جماع+ة,لي, ...]","[HASH,HASH,HASH,DET+ADJ+NSUFF,PART, ...]"
"4","B","[@rikiamagha,رقية,ختي,عافاك,قولي, ...]","[@rikiamagha,رقية,خت+ي,عافا+ك,قول+ي, ...]","[MENTION,NOUN,NOUN+PRON,V+PRON,V+PRON, ...]"
"3","A","[زياده,على,هديك,اللبنانية,علاش, ...]","[زياد+ه,على,هدي+ك,ال+لبناني+ة,علاش, ...]","[NOUN+NSUFF,PREP,PART+PRON,DET+NOUN+NSUFF,PART, ...]"
"2","A","[ساهو,عندها,ساعة,منذ,فتحة, ...]","[ساهو,عند+ها,ساع+ة,منذ,فتح+ة, ...]","[NOUN,NOUN+PRON,NOUN+NSUFF,PREP,NOUN+NSUFF, ...]"
"5","B","[سعد,:,كنتمنى,من,اعماق, ...]","[سعد,:,ك+نتمنى,من,اعماق, ...]","[NOUN,PUNC,CONJ+V,PREP,NOUN, ...]"
"2","B","[@__Kawtar,سعدية,خاصها,تاخد,8, ...]","[@__Kawtar,سعدي+ة,خاص+ها,تاخد,8, ...]","[MENTION,NOUN+NSUFF,V+PRON,V,NUM, ...]"
"3","B","[#HananeElKhader,سكرتي,توحشات,مامها,بصراحة, ...]","[#HananeElKhader,سكر+تي,توحش+ات,مام+ها,ب+صراح+ة, ...]","[HASH,V+PRON,V+PRON,NOUN+PRON,PREP+NOUN+NSUFF, ...]"
"5","B","[@SalwaAnlouff,سلوى,راكي,منوره,., ...]","[@SalwaAnlouff,سلوى,را+كي,منور+ه,., ...]","[MENTION,NOUN,PART+PRON,ADJ+NSUFF,PUNC, ...]"
"1","B","[سمحوليا,ولكن,ضرني,خاطري,بزاف, ...]","[سمح+و+ل+يا,و+لكن,ضر+ني,خاطر+ي,بزاف, ...]","[V+PRON+PREP+PRON,CONJ+PART,V+PRON,NOUN+PRON,ADV, ...]"
"2","B","[@M_5waJa,سمعت,انها,كاينة,عاملة, ...]","[@M_5waJa,سمع+ت,ان+ها,كاين+ة,عامل+ة, ...]","[MENTION,V+PRON,PART+PRON,ADJ+NSUFF,ADJ+NSUFF, ...]"
"1","A","[@katty_kokita,@123mondial,@jjalil19,سمعت,كاينة, ...]","[@katty_kokita,@123mondial,@jjalil19,سمع+ت,كاين+ة, ...]","[MENTION,MENTION,MENTION,V+PRON,ADJ+NSUFF, ...]"
"1","A","[#كلاسيكيات_الابتدائي,سمير,(,الكسول,ديال, ...]","[#كلاسيكيات_الابتدائي,سمير,(,ال+كسول,ديال, ...]","[HASH,NOUN,PUNC,DET+NOUN,PREP, ...]"
"2","B","[سنة,فلاحية,تنبأ,بكارثة,،, ...]","[سن+ة,فلاحي+ة,تنبأ,ب+كارث+ة,،, ...]","[NOUN+NSUFF,ADJ+NSUFF,V,PREP+NOUN+NSUFF,PUNC, ...]"
"3","B","[سهيلة,تعرفيني,يقيسك,واحد,هنا, ...]","[سهيل+ة,تعرف+ي+ني,يقيس+ك,واحد,هنا, ...]","[NOUN+NSUFF,V+PRON+PRON,V+PRON,NOUN,ADV, ...]"
"1","A","[@souhilabintarab,😘,😘,😘,😘, ...]","[@souhilabintarab,😘,😘,😘,😘, ...]","[MENTION,EMOT,EMOT,EMOT,EMOT, ...]"
"3","B","[@souhilabintarab,#souhailabenlachhab,سهيلة,ماتخسريش,أغلبية, ...]","[@souhilabintarab,#souhailabenlachhab,سهيل+ة,ما+تخسر+ي+ش,أغلبي+ة, ...]","[MENTION,HASH,NOUN+NSUFF,PART+V+PRON+NEG_PART,NOUN+NSUFF, ...]"
"1","A","[سهيله,الى,رجعت,ال,اكاديمي, ...]","[سهيل+ه,الى,رجع+ت,ال,اكاديمي, ...]","[NOUN+NSUFF,PART,V+PRON,DET,NOUN, ...]"
"4","A","[@IkrameAlger,سهيله,نجحت,بينا,احنا, ...]","[@IkrameAlger,سهيل+ه,نجح+ت,بين+ا,احنا, ...]","[MENTION,NOUN+NSUFF,V+PRON,NOUN+PRON,PRON, ...]"
"4","A","[سوسو,انا,ندعي,بلي,المسرولات, ...]","[سوسو,انا,ندع+ي,بلي,ال+مسرول+ات, ...]","[NOUN,PRON,V+PRON,ADV,DET+NOUN+NSUFF, ...]"
"2","A","[سوسو,صباح,النور,واش,نضتي, ...]","[سوسو,صباح,ال+نور,واش,نض+تي, ...]","[NOUN,NOUN,DET+NOUN,PART,V+PRON, ...]"
"1","A","[سوها,طلباتك,اوامر,و,لاكن, ...]","[سوها,طلب+ات+ك,اوامر,و,لاكن, ...]","[NOUN,NOUN+NSUFF+PRON,NOUN,CONJ,PART, ...]"
"2","A","[#سوهابيون_مع_سهيله_وايهاب_للعالميه,بلا,ماتسالولي,عليها,راه, ...]","[#سوهابيون_مع_سهيله_وايهاب_للعالميه,ب+لا,ما+تسال+و+ل+ي,علي+ها,را+ه, ...]","[HASH,PREP+PART,PART+V+PRON+PREP+PRON,PREP+PRON,PART+PRON, ...]"
"2","A","[#كلاسيكيات_الابتدائي,شحال,من,حمار,زولنالو, ...]","[#كلاسيكيات_الابتدائي,شحال,من,حمار,زول+نا+ل+و, ...]","[HASH,PART,PREP,NOUN,V+PRON+PREP+PRON, ...]"
"2","A","[800,:,شعرك,كيوت,ابتسامتك, ...]","[800,:,شعر+ك,كيوت,ابتسام+ت+ك, ...]","[NUM,PUNC,NOUN+PRON,ADJ,NOUN+NSUFF+PRON, ...]"
"3","B","[@MayssounHilal,@biaworld_,@lebanonidol,شكرا,بزاف, ...]","[@MayssounHilal,@biaworld_,@lebanonidol,شكر+ا,بزاف, ...]","[MENTION,MENTION,MENTION,NOUN+CASE,ADV, ...]"
"2","A","[@MneedaMohamad,@souhilabintarab,شكرا,بزاف,يا, ...]","[@MneedaMohamad,@souhilabintarab,شكر+ا,بزاف,يا, ...]","[MENTION,MENTION,NOUN+CASE,ADV,PART, ...]"
"3","A","[شكرا,لولاد,لبلادي,جبتو,العز, ...]","[شكر+ا,ل+ولاد,ل+بلاد+ي,جب+تو,ال+عز, ...]","[NOUN+CASE,DET+NOUN,PREP+NOUN+PRON,V+PRON,DET+NOUN, ...]"
"5","A","[#StaracArabia,#SouhilaBenLachhab,شكون,عندو,القدرة, ...]","[#StaracArabia,#SouhilaBenLachhab,شكون,عند+و,ال+قدر+ة, ...]","[HASH,HASH,PART,NOUN+PRON,DET+NOUN+NSUFF, ...]"
"4","A","[-,شكون,للي,حزق,فالقسم, ...]","[-,شكون,ل+لي,حزق,ف+ال+قسم, ...]","[PUNC,PART,PREP+PART,V,PREP+DET+NOUN, ...]"
"5","A","[شاااب,من,الغيرة,يقول,لوااحد, ...]","[شاااب,من,ال+غير+ة,يقول,ل+وااحد, ...]","[V,PREP,DET+NOUN+NSUFF,V,PREP+NOUN, ...]"
"3","A","[شوفو,من,الآخر,لول,بارح, ...]","[شوف+و,من,ال+آخر,لول,بارح, ...]","[V+PRON,PREP,DET+NOUN,NUM,NOUN, ...]"
"5","B","[@souhilabintarab,شوفي,ليا,مخول,واش, ...]","[@souhilabintarab,شوف+ي,ل+يا,مخول,واش, ...]","[MENTION,V+PRON,PREP+PRON,NOUN,PART, ...]"
"5","B","[@AmNaAlgeriana,صح,حتى,أنا,نتابع, ...]","[@AmNaAlgeriana,صح,حتى,أنا,نتابع, ...]","[MENTION,NOUN,PART,PRON,V, ...]"
"3","A","[@IkhlasTanjawiya,@SweeetNouna,@ELZAHWANIA11,صح,والله, ...]","[@IkhlasTanjawiya,@SweeetNouna,@ELZAHWANIA11,صح,و+الله, ...]","[MENTION,MENTION,MENTION,NOUN,CONJ+NOUN, ...]"
"5","A","[#IhabAmir,صدعتونا,قصفوه,قصفوه,باش, ...]","[#IhabAmir,صدع+تو+نا,قصف+و+ه,قصف+و+ه,باش, ...]","[HASH,V+PRON+PRON,V+PRON+PRON,V+PRON+PRON,PART, ...]"
"5","B","[صرت,اتمنى,اكون,اي,شي, ...]","[صر+ت,اتمنى,اكون,اي,شي, ...]","[V+PRON,V,V,NOUN,NOUN, ...]"
"1","B","[صونيا,راكي,واعرة,بزاف,ربي, ...]","[صونيا,را+كي,واعر+ة,بزاف,رب+ي, ...]","[NOUN,PART+PRON,ADJ+NSUFF,ADV,NOUN+NSUFF, ...]"
"1","B","[طاحتلي,لقورميطة,لغوز,تاعي,مع, ...]","[طاح+ت+ل+ي,ل+قورميط+ة,لغوز,تاع+ي,مع, ...]","[V+PRON+PREP+PRON,DET+NOUN+NSUFF,NOUN,PREP+PRON,CONJ, ...]"
"2","A","[طباشير,أرطب,ديال,فرانسا,#كلاسيكيات_الابتدائي, ...]","[طباشير,أرطب,ديال,فرانسا,#كلاسيكيات_الابتدائي, ...]","[NOUN,ADJ,PREP,NOUN,HASH, ...]"
"4","A","[طيب,فرحنا,لحنان,بزاف,ولكن, ...]","[طيب,فرح+نا,ل+حنان,بزاف,و+لكن, ...]","[NOUN,V+PRON,PREP+NOUN,ADV,CONJ+PART, ...]"
"5","B","[عجباتني,هاد,التصويرة,ماعرفتش,علاش, ...]","[عجب+ات+ني,هاد,ال+تصوير+ة,ما+عرف+ت+ش,علاش, ...]","[V+PRON+PRON,PRON,DET+NOUN+NSUFF,PART+V+PRON+NEG_PART,PART, ...]"
"3","A","[علاش,اليوم,سيئ,هكا,،, ...]","[علاش,ال+يوم,سيئ,هكا,،, ...]","[PART,DET+NOUN,ADJ,PART,PUNC, ...]"
"1","B","[علاش,مثلا,المغرب,ما,يشريهش, ...]","[علاش,مثل+ا,ال+مغرب,ما,يشري+ه+ش, ...]","[PART,NOUN+CASE,DET+NOUN,PART,V+PRON+NEG_PART, ...]"
"2","A","[@Ihab_Amir,على,الراس,و,العين, ...]","[@Ihab_Amir,على,ال+راس,و,ال+عين, ...]","[MENTION,PREP,DET+NOUN,CONJ,DET+NOUN, ...]"
"1","A","[غدوة,17,ديسمبر,محاكمة,عفراء, ...]","[غدو+ة,17,ديسمبر,محاكم+ة,عفراء, ...]","[ADV+NSUFF,NUM,NOUN,NOUN+NSUFF,NOUN, ...]"
"3","B","[@maisr39,@IZinouna,غنات,لغنية,تاع, ...]","[@maisr39,@IZinouna,غن+ات,ل+غني+ة,تاع, ...]","[MENTION,MENTION,V+PRON,DET+NOUN+NSUFF,PREP, ...]"
"2","B","[@fatimabagossa,غير,قولي,ليا,شكون, ...]","[@fatimabagossa,غير,قول+ي,ل+يا,شكون, ...]","[MENTION,NOUN,V+PRON,PREP+PRON,PART, ...]"
"2","A","[فاش,كتسالي,ليا,UHU,،, ...]","[فاش,ك+تسالي,ل+يا,UHU,،, ...]","[PART,PROG_PART+V,PREP+PRON,URL,PUNC, ...]"
"3","B","[فالسماء,كاينة,الجنَّة,،,وفالأرض, ...]","[ف+ال+سماء,كاين+ة,ال+جن+ة,،,و+ف+ال+أرض, ...]","[PREP+DET+NOUN,ADJ+NSUFF,DET+NOUN+NSUFF,PUNC,CONJ+PREP+DET+NOUN, ...]"
"3","B","[@IhabAmir18,فانز,ايهاب,الحمد,لله, ...]","[@IhabAmir18,فانز,ايهاب,ال+حمد,ل+الله, ...]","[MENTION,NOUN,NOUN,DET+NOUN,PREP+NOUN, ...]"
"3","B","[#StaracArabia,فانز,حنان,يسب,اهاب, ...]","[#StaracArabia,فانز,حنان,يسب,اهاب, ...]","[HASH,NOUN,NOUN,V,NOUN, ...]"
"2","B","[#SouhailaBenLachhab,فانز,ساهو,شبيكم,راني, ...]","[#SouhailaBenLachhab,فانز,ساهو,ش+بي+كم,را+ني, ...]","[HASH,NOUN,NOUN,PART+PREP+PRON,PART+PRON, ...]"
"3","B","[فانز,سهيلة,على,وجه,ربي, ...]","[فانز,سهيل+ة,على,وجه,رب+ي, ...]","[NOUN,NOUN+NSUFF,PREP,NOUN,NOUN+PRON, ...]"
"3","B","[#SouhilaBenLachhab,#IhabAmir,فانز,سهيلة,لازم, ...]","[#SouhilaBenLachhab,#IhabAmir,فانز,سهيل+ة,لازم, ...]","[HASH,HASH,NOUN,NOUN+NSUFF,NOUN, ...]"
"5","A","[#فقط_في_المغرب,جوج,ديال,الواجِهات,بحرية, ...]","[#فقط_في_المغرب,جوج,ديال,ال+واجه+ات,بحري+ة, ...]","[HASH,NOUN,PREP,DET+NOUN+NSUFF,ADJ+NSUFF, ...]"
"1","A","[فينما,نديرو,شي,عمل,او, ...]","[فينما,ندير+و,شي,عمل,او, ...]","[PART,V+PRON,NOUN,NOUN,CONJ, ...]"
"3","B","[قالك,توحيد,شعبين,على,آساس, ...]","[قال+ك,توحيد,شعب+ين,على,آساس, ...]","[V+PRON,NOUN,NOUN+NSUFF,PREP,NOUN, ...]"
"4","A","[قالك,علاش,حنان,تضحكعلاش,تشطح, ...]","[قال+ك,علاش,حنان,تضحك+علاش,تشطح, ...]","[V+PRON,PART,NOUN,V+PART,V, ...]"
"3","B","[@wWTTvEP2fV6y8nL,@MamaSara18,@Irramodz,قلتلها,لمادا, ...]","[@wWTTvEP2fV6y8nL,@MamaSara18,@Irramodz,قل+ت+ل+ها,ل+مادا, ...]","[MENTION,MENTION,MENTION,V+PRON+PREP+PRON,PREP+PART, ...]"
"4","A","[@rachoudracha1,قلنالك,يرمضنو,تاع,الصح, ...]","[@rachoudracha1,قل+نا+ل+ك,يرمضن+و,تاع,ال+صح, ...]","[MENTION,V+PRON+PREP+PRON,V+PRON,PREP,DET+NOUN, ...]"
"2","B","[قولونا,برك,باش,نفهمو,!, ...]","[قول+و+نا,برك,باش,نفهم+و,!, ...]","[V+PRON+PRON,NOUN,PART,V+PRON,PUNC, ...]"
"5","A","[@lili_aniso,قولي,واش,صرا,متقلقيناش, ...]","[@lili_aniso,قول+ي,واش,صرا,م+تقلق+ي+نا+ش, ...]","[MENTION,V+PRON,PART,V,PART+V+PRON+PRON+NEG_PART, ...]"
"3","A","[قي,2006,كانت,غادا,قدامي, ...]","[قي,2006,كان+ت,غادا,قدام+ي, ...]","[PREP,NUM,V+PRON,V,NOUN+PRON, ...]"
"3","A","[@Dana212Dana,@KamiliaOuazzani,@Kabour84,@dhs_r8,@LIbnouadda, ...]","[@Dana212Dana,@KamiliaOuazzani,@Kabour84,@dhs_r8,@LIbnouadda, ...]","[MENTION,MENTION,MENTION,MENTION,MENTION, ...]"
"4","B","[كان,عندهم,الفهد,بحال,السراق, ...]","[كان,عند+هم,ال+فهد,ب+حال,ال+سراق, ...]","[V,NOUN+PRON,DET+NOUN,PREP+NOUN,DET+NOUN, ...]"
"2","B","[كانتفارضو,فالميكا,ديال,الكارو,لطبلة, ...]","[كا+نتفارض+و,ف+ال+ميكا,ديال,ال+كارو,ل+طبل+ة, ...]","[PROG_PART+V+PRON,PREP+DET+NOUN,PREP,DET+NOUN,PREP+NOUN+NSUFF, ...]"
"4","B","[كاين,شي,مصرين,عادي,اسبو, ...]","[كاين,شي,مصر+ين,عادي,اسب+و, ...]","[ADJ,NOUN,NOUN+NSUFF,NOUN,V+PRON, ...]"
"4","A","[@Meriem_hamidi,كاينة,المغاربية,اللي,راني, ...]","[@Meriem_hamidi,كاين+ة,ال+مغاربي+ة,اللي,را+ني, ...]","[MENTION,ADJ+NSUFF,DET+NOUN+NSUFF,PART,PART+PRON, ...]"
"4","B","[@chorita12,@elkaberah,@HasamiBouchra,كاينة,لي, ...]","[@chorita12,@elkaberah,@HasamiBouchra,كاين+ة,لي, ...]","[MENTION,MENTION,MENTION,ADJ+NSUFF,PART, ...]"
"3","A","[@shahad_alkuwait,كاينة,ونص,و,اذا, ...]","[@shahad_alkuwait,كاين+ة,و+نص,و,اذا, ...]","[MENTION,V+PRON,CONJ+NOUN,CONJ,PART, ...]"
"2","B","[#كلاسيكيات_الابتدائي,كاينودك,الاستاد,لسبورة,باش, ...]","[#كلاسيكيات_الابتدائي,كا+ينود+ك,ال+استاد,ل+سبور+ة,باش, ...]","[HASH,PROG_PART+V+PRON,DET+NOUN,PREP+NOUN+NSUFF,PART, ...]"
"1","A","[كبروا,عقلكم,شويا,و,كونوا, ...]","[كبر+وا,عقل+كم,شوي+ا,و,كون+وا, ...]","[V+PRON,NOUN+PRON,NOUN+NSUFF,CONJ,V+PRON, ...]"
"2","B","[كل,شوي,صوت,اختر,مع, ...]","[كل,شوي,صوت,اختر,مع, ...]","[NOUN,NOUN,V,V,CONJ, ...]"
"1","B","[كل,شي,نسيتوه,نسيتو,البكا, ...]","[كل,شي,نسيت+و+ه,نسيت+و,ال+بكا, ...]","[NOUN,NOUN,V+PRON+PRON,V+PRON,DET+NOUN, ...]"
"5","A","[@souhilabintarab,كل,عام,سوها,و, ...]","[@souhilabintarab,كل,عام,سوها,و, ...]","[MENTION,NOUN,NOUN,NOUN,CONJ, ...]"
"5","A","[#souhailabenlachab,#IhabAmir,#HananeElKhader,كل,فانزولادنا, ...]","[#souhailabenlachab,#IhabAmir,#HananeElKhader,كل,فانز+ولاد+نا, ...]","[HASH,HASH,HASH,NOUN,NOUN+NOUN+PRON, ...]"
"5","A","[قالك,اهاب,علاش,بان,زعفان, ...]","[قال+ك,اهاب,علاش,بان,زعفان, ...]","[V+PRON,NOUN,PART,V,ADJ, ...]"
"2","B","[#كلاسيكيات_الابتدائي,كل,واحد,يجيب,النص, ...]","[#كلاسيكيات_الابتدائي,كل,واحد,يجيب,ال+نص, ...]","[HASH,NOUN,NOUN,V,DET+NOUN, ...]"
"2","B","[كلشي,يتفاعل,يوصل,فاتي,وامها, ...]","[كلشي,يتفاعل,يوصل,فاتي,و+ام+ها, ...]","[NOUN,V,V,NOUN,CONJ+NOUN+PRON, ...]"
"4","B","[@JomanaDz,كلهم,كيفكيف,و,نتوما, ...]","[@JomanaDz,كل+هم,كيف+كيف,و,نتوما, ...]","[MENTION,NOUN+PRON,PART+PART,CONJ,PRON, ...]"
"1","A","[#IhabAmir,يا,ولد,بلادي,راك, ...]","[#IhabAmir,يا,ولد,بلاد+ي,را+ك, ...]","[HASH,PART,NOUN,NOUN+PRON,PART+PRON, ...]"
"3","A","[#StaracArabia,كنترول,بليز,حط,على, ...]","[#StaracArabia,كنترول,بليز,حط,على, ...]","[HASH,NOUN,NOUN,V,PREP, ...]"
"2","B","[كنترووح,حيد,عبينا,هاد,إخاان, ...]","[ك+نترووح,حيد,عبي+نا,هاد,إخاان, ...]","[PROG_PART+V,V,V+PRON,PRON,NOUN, ...]"
"1","A","[كنزاويين,ياريت,و,انتو,تنشرو, ...]","[كنزاوي+ين,يا+ريت,و,انتو,تنشر+و, ...]","[NOUN+NSUFF,PART+NOUN,CONJ,PRON,V+PRON, ...]"
"1","A","[كنزة,عرفت,بثقافة,بلادها,من, ...]","[كنز+ة,عرف+ت,ب+ثقاف+ة,بلاد+ها,من, ...]","[NOUN+NSUFF,V+PRON,PREP+NOUN+NSUFF,NOUN+PRON,PREP, ...]"
"5","A","[كي,قالو,في,برايم,ساهو, ...]","[كي,قال+و,في,برايم,ساهو, ...]","[PART,V+PRON,PREP,NOUN,NOUN, ...]"
"4","B","[@IbtissamTiskat,#IbtissamTiskat,#كي_كنتي_كي_ولتي_مع_ابتسام,ههه,خالتي, ...]","[@IbtissamTiskat,#IbtissamTiskat,#كي_كنتي_كي_ولتي_مع_ابتسام,ههه,خال+ت+ي, ...]","[MENTION,HASH,HASH,EMOT,NOUN+NSUFF+PRON, ...]"
"5","B","[@SalimaZaio,@reema32283529,@Googoo11Ana,@shamssoalassil3,كيما, ...]","[@SalimaZaio,@reema32283529,@Googoo11Ana,@shamssoalassil3,كيما, ...]","[MENTION,MENTION,MENTION,MENTION,ADV, ...]"
"4","A","[#SouhilaBenLachhab,كيما,هدرت,السي,عيسى, ...]","[#SouhilaBenLachhab,كيما,هدر+ت,ال+سي,عيسى, ...]","[HASH,ADV,V+PRON,DET+NOUN,NOUN, ...]"
"3","A","[ل,يزيد,يجي,ليا,واحد, ...]","[ل,يزيد,يجي,ل+يا,واحد, ...]","[PART,V,V,PREP+PRON,NOUN, ...]"
"2","A","[@souhilabintarab,@souhilabintarab,لا,راكي,ديري, ...]","[@souhilabintarab,@souhilabintarab,لا,را+كي,دير+ي, ...]","[MENTION,MENTION,PART,PART+PRON,V+PRON, ...]"
"5","A","[@reham1982susah,لا,هكي,قصه,عدي, ...]","[@reham1982susah,لا,هكي,قص+ه,عد+ي, ...]","[MENTION,PART,V,NOUN+NSUFF,V+PRON, ...]"
"5","A","[@missfatiha678,لا,يهمك,حورية,اهم, ...]","[@missfatiha678,لا,يهم+ك,حوري+ة,اهم, ...]","[MENTION,PART,V+PRON,NOUN+NSUFF,NOUN, ...]"
"2","A","[البنات,بليز,شكون,عندها,حساب, ...]","[ال+بن+ات,بليز,شكون,عند+ها,حساب, ...]","[DET+NOUN+NSUFF,NOUN,PART,NOUN+PRON,NOUN, ...]"
"1","B","[#SouhilaBenlachhab,لايكات,قلال,عند,سهيله, ...]","[#SouhilaBenlachhab,لايك+ات,قلال,عند,سهيل+ه, ...]","[HASH,NOUN+NSUFF,ADJ,NOUN,NOUN+NSUFF, ...]"
"2","B","[لقطة,الماتش,كون,تسجلات,المقصية, ...]","[لقط+ة,ال+ماتش,كون,تسجل+ات,ال+مقصي+ة, ...]","[NOUN+NSUFF,DET+NOUN,NOUN,V+PRON,DET+NOUN+NSUFF, ...]"
"3","A","[@WALID_SALI,للأسف,انتوما,بتصريحاتكم,الغير, ...]","[@WALID_SALI,ل+ال+أسف,انتوما,ب+تصريح+ات+كم,ال+غير, ...]","[MENTION,PREP+DET+NOUN,PRON,PREP+NOUN+NSUFF+PRON,DET+NOUN, ...]"
"2","A","[لي,بعض,ناس,واش,هبلتو, ...]","[لي,بعض,ناس,واش,هبلت+و, ...]","[PART,NOUN,NOUN,PART,V+PRON, ...]"
"4","A","[لي,دايرة,هاد,تصويرة,يرحم, ...]","[لي,داير+ة,هاد,تصوير+ة,يرحم, ...]","[PART,V+PRON,PRON,NOUN+NSUFF,V, ...]"
"2","A","[لي,قال,اهاب,قال,انا, ...]","[لي,قال,اهاب,قال,انا, ...]","[PART,V,NOUN,V,PRON, ...]"
"4","A","[لي,كان,يهدر,و,يقول, ...]","[لي,كان,يهدر,و,يقول, ...]","[PART,V,V,CONJ,V, ...]"
"2","A","[لي,كيبغي,ايهاب,غادي,يدعمو, ...]","[لي,ك+يبغي,ايهاب,غادي,يدعم+و, ...]","[PART,PROG_PART+V,NOUN,PART,V+PRON, ...]"
"3","B","[لي,كيبغي,حنان,يخدم,معها, ...]","[لي,ك+يبغي,حنان,يخدم,مع+ها, ...]","[PART,PROG_PART+V,NOUN,V,CONJ+PRON, ...]"
"2","B","[ليكيليبر,بمسطرة,و,الڭومات,ديال, ...]","[ليكيليبر,ب+مسطر+ة,و,ال+كوم+ات,ديال, ...]","[NOUN,PREP+NOUN+NSUFF,CONJ,DET+NOUN+NSUFF,PREP, ...]"
"5","A","[ليوما,عندي,تشريح,الاسماك,., ...]","[ل+يوما,عند+ي,تشريح,ال+اسماك,., ...]","[DET+NOUN,NOUN+PRON,NOUN,DET+NOUN,PUNC, ...]"
"3","B","[ما,تبقاوش,تحطو,الصور,قدام, ...]","[ما,تبق+او+ش,تحط+و,ال+صور,قدام, ...]","[PART,V+PRON+NEG_PART,V+PRON,DET+NOUN,NOUN, ...]"
"4","B","[@ayaamna1,ما,تقيمي,لي,حاب, ...]","[@ayaamna1,ما,تقيم+ي,لي,حاب, ...]","[MENTION,PART,V+PRON,PART,V, ...]"
"2","A","[ما,دارو,لا,حالة,لا, ...]","[ما,دار+و,لا,حال+ة,لا, ...]","[PART,V+PRON,PART,NOUN+NSUFF,PART, ...]"
"5","B","[ما,نليقيش,ليك,ما,تليقيش, ...]","[ما,نليق+ي+ش,لي+ك,ما,تليق+ي+ش, ...]","[PART,V+PRON+NEG_PART,PREP+PRON,PART,V+PRON+NEG_PART, ...]"
"3","B","[@91Grosminey,مادارش,والو,عجال,نزعل, ...]","[@91Grosminey,ما+دار+ش,والو,ع+جال,نزعل, ...]","[MENTION,PART+V+NEG_PART,NOUN,PREP+NOUN,V, ...]"
"3","B","[@Rodolph_hilal,شكرا,رود,واكيد,تستاهل, ...]","[@Rodolph_hilal,شكر+ا,رود,و+اكيد,تستاهل, ...]","[MENTION,NOUN+CASE,NOUN,CONJ+NOUN,V, ...]"
"5","A","[@KarimaIhab,@ihebhaso,@souhaila_ihab,مانسمحوش,فانز, ...]","[@KarimaIhab,@ihebhaso,@souhaila_ihab,ما+نسمح+و+ش,فانز, ...]","[MENTION,MENTION,MENTION,PART+V+PRON+NEG_PART,NOUN, ...]"
